id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0ab5bdba36,data/asr_bengali_1000_wav/0ab5bdba36.wav,আমাদের নেত্রীর চেহারা দেখুন,আমাদের নেত্রীর চেহারা দেখুন,আমাদের নেত্রীর চেহারা দেখুন,আমাদের নেত্রীর চেহারা দেখুন, আমাদের নেত্রীর চেহারা দেখুন, আমাদের নেত্রীর চেহারা দেখুন
0ab62c1a34,data/asr_bengali_1000_wav/0ab62c1a34.wav,অন্তত আজ না হলেও,অন্তত আজ না হলেও,অন্তত আজ না হলেও,এক এক আছে না অ তো তো আজ না হলেও, অন্তত আজ না হলেও, অন্তত আজ না হলেও
0ab69fdcaa,data/asr_bengali_1000_wav/0ab69fdcaa.wav,সেদিন থেকে শঙ্কর,সেদিন থেকে শঙ্কর,সেদিন থেকে শঙ্কর,না আছে আছে না না না সে দিন থেকে কে শ কর করে না আছে না, সেদিন থেকে শঙ্কর, সেদিন থেকে শঙ্কর
0ab7273308,data/asr_bengali_1000_wav/0ab7273308.wav,আসলটা তো উঠে আসা,আসলটা তো উঠে আসা,আসলটা তো উঠে আসা,আসল টা তো উঠে আসা, আসলটা তো উঠে আসা, আসলটা তো উঠে আসা
0ab743daa8,data/asr_bengali_1000_wav/0ab743daa8.wav,ছেলে ডিসিপ্লিন মানে না,ছেলে ডিসিপ্লিন মানে না,ছেলে ডিসিপ্লিনট মানে না,ছেলে ডিসিপ্লিন মানে না, ছেলে ডিসীপ্লিন মানে না, ছেলে ডিসিপ্লিন মানে না
0ab7bdfde8,data/asr_bengali_1000_wav/0ab7bdfde8.wav,বাংলা হাদিস,বাংলা হাদিস,বাংলা হাদিস,হ বাংলা লা হা দ ইিস, বাংলা হাদিস, বাংলা হাদিস
0ab805c022,data/asr_bengali_1000_wav/0ab805c022.wav,ফেনীর নাইজেরীয় ফরোয়ার্ড,ফেনীর নাইজেরীয় ফরোয়ার্ড,ফেনীর নাইজেরীয় ফরোয়ার্ড,না আছে আছে না ফ ই নাই জেরি ও ফর ও আর আর হ, ফেনির নাইজেরিও ফরয়ার্ড, ফেনীর নাইজেরিও ফরওয়ার্ড
0ab81f54b7,data/asr_bengali_1000_wav/0ab81f54b7.wav,আমার বাবা ওদেরকে বলতেন,আমার বাবা ওদেরকে বলতেন,আমার বাবা ওদেরকে বলতেন,না আমার বাবা ওদের কে বলতেন, আমার বাবা ওদেরকে বলতেন, আমার বাবা ওদেরকে বলতেন
0ab87257b7,data/asr_bengali_1000_wav/0ab87257b7.wav,মাঠের যত গরু,মাঠের যত গরু,মাঠের যত গরু,মাঠের যত গরু, মাঠের যত গরু, মাঠের যত গরু
0ab8c89541,data/asr_bengali_1000_wav/0ab8c89541.wav,সাকিবববি জুটির প্রথম ছবি,সাকিব ববি জুটির প্রথম ছবি,সাকিব ববি জুটির প্রথম ছবি,সাকিব ববি জুটির প্রথম ছবি, সাকিব ববি জুটির প্রথম ছবি, সাকিব ববি জুটির প্রথম ছবি
0ab8e7e605,data/asr_bengali_1000_wav/0ab8e7e605.wav,লাভের গুড়,লাভের গুড়,লাভের গুড়,লাভের গুড, লাভের গুড়, লাভের গুড়
0aba024229,data/asr_bengali_1000_wav/0aba024229.wav,সফটওয়্যার হিসেবে,সফটওয়্যার হিসেবে,সফটওয়্যার হিসেবে,সব ট আর হিসেবে, সফট ওয়্যার হিসেবে, সফ্টওয়্যার হিসেবে
0aba0a880c,data/asr_bengali_1000_wav/0aba0a880c.wav,৮ মার্চের ফাইনাল হবে,আট মার্চের ফাইনাল হবে,আট মার্চের ফাইনাল হবে,না আট মার্চের ফাইনাল হবে, আট মার্চের ফাইনল হবে, আট মার্চের ফাইনল হবে
0aba2e3913,data/asr_bengali_1000_wav/0aba2e3913.wav,পরের কথা বললো,পরের কথা বলল,পরের কথা বলল,পরের কথা বলল, পরের কথা বলল, পরের কথা বলল
0aba4baf5c,data/asr_bengali_1000_wav/0aba4baf5c.wav,আমি বারবার,আমি বারবার,আমি বারবার,হ আমি বার বার, আমি বারবার, আমি বারবার
0aba6881b6,data/asr_bengali_1000_wav/0aba6881b6.wav,মহা তৃপ্তির ব্যাপার,মহাতৃপ্তির ব্যাপার,মহাতৃপ্তির ব্যাপার,মহ হা থ্রিপ ত্র বাপ পার, মহাতৃপ্তির ব্যাপার, মহাতৃপ্তির ব্যাপার
0aba995414,data/asr_bengali_1000_wav/0aba995414.wav,সজনী,সজনী,সজনী,না কি সহজ যে নেই, সজনী, সজনী
0abae7c694,data/asr_bengali_1000_wav/0abae7c694.wav,এছাড়াও অসমে নাগা পিজিন নামের,এছাড়াও অসমে নাগা পিজিন নামের,এছাড়াও অসমে নাগা পিজিন নামের,না না এ ছাড়া আর আও হ না অ ও মেয়ে ই প না গা পি জিন ও নাম ম, এছাড়াও অসমে নাগা পিজিন নামের, এছাড়াও অসমে নাগা পিজিন নামের
0abb1f3bb1,data/asr_bengali_1000_wav/0abb1f3bb1.wav,সহজ ভাষায়,সহজ ভাষায়,সহজ ভাষায়,হ সহ হজ ভাষায়, সহজ ভাষায়, সহজ ভাষায়
0abb64bb63,data/asr_bengali_1000_wav/0abb64bb63.wav,অল্প সময়ের মধ্যেই,অল্প সময়ের মধ্যেই,অল্প সময়ের মধ্যেই,অল্প সময়ের মধ্যেই, অল্প সময়ের মধ্যেই, অল্প সময়ের মধ্যেই
0abb85ef82,data/asr_bengali_1000_wav/0abb85ef82.wav,নেতৃত্বে বেশ কয়েকজন মন্ত্রী,নেতৃত্বে বেশ কয়েকজন মন্ত্রী,নেতৃত্বে বেশ কয়েকজন মন্ত্রী,হ এ নে থ তে বেশ কয়েক জন মন থ, নেতৃত্বে বেশ কয়েকজন মন্ত্রী, নেতৃত্বে বেশ কয়েকজন মন্ত্রী
0abba106dd,data/asr_bengali_1000_wav/0abba106dd.wav,শীত মৌসুমে,শীত মৌসুমে,শীত মৌসুমে,শীত মৌ ও শ মে, শীত মৌসুমে, শীত মৌসুমে
0abbfa901d,data/asr_bengali_1000_wav/0abbfa901d.wav,তারা আমাদের স্বার্থের কথা,তার আমাদের স্বার্থের কথা,তার আমাদের স্বার্থের কথা,না হ না তার আর আমার দে সাত থের কথা না হ আছে না, তার আমাদের স্বার্থের কথা, তার আমাদের স্বার্থের কথা
